Continente;Paises;Numero de Medicos;dateRep;day;month;year;cases;deaths
Europe;Greece;66290;13/6/2020;13;6;2020;20;0
Europe;Greece;66290;12/6/2020;12;6;2020;20;0
Europe;Greece;66290;11/6/2020;11;6;2020;10;0
Europe;Greece;66290;10/6/2020;10;6;2020;9;1
Europe;Greece;66290;9/6/2020;9;6;2020;52;2
Europe;Greece;66290;8/6/2020;8;6;2020;17;0
Europe;Greece;66290;7/6/2020;7;6;2020;13;0
Europe;Greece;66290;6/6/2020;6;6;2020;15;0
Europe;Greece;66290;5/6/2020;5;6;2020;15;1
Europe;Greece;66290;4/6/2020;4;6;2020;0;0
Europe;Greece;66290;3/6/2020;3;6;2020;19;0
Europe;Greece;66290;2/6/2020;2;6;2020;1;4
Europe;Greece;66290;1/6/2020;1;6;2020;2;0
Europe;Greece;66290;31/5/2020;31;5;2020;6;0
Europe;Greece;66290;30/5/2020;30;5;2020;3;0
Europe;Greece;66290;29/5/2020;29;5;2020;3;2
Europe;Greece;66290;28/5/2020;28;5;2020;11;0
Europe;Greece;66290;27/5/2020;27;5;2020;10;1
Europe;Greece;66290;26/5/2020;26;5;2020;4;1
Europe;Greece;66290;25/5/2020;25;5;2020;2;0
Europe;Greece;66290;24/5/2020;24;5;2020;3;2
Europe;Greece;66290;23/5/2020;23;5;2020;20;1
Europe;Greece;66290;22/5/2020;22;5;2020;3;2
Europe;Greece;66290;21/5/2020;21;5;2020;10;1
Europe;Greece;66290;20/5/2020;20;5;2020;4;0
Europe;Greece;66290;19/5/2020;19;5;2020;2;2
Europe;Greece;66290;18/5/2020;18;5;2020;15;1
Europe;Greece;66290;17/5/2020;17;5;2020;9;2
Europe;Greece;66290;16/5/2020;16;5;2020;40;4
Europe;Greece;66290;15/5/2020;15;5;2020;10;1
Europe;Greece;66290;14/5/2020;14;5;2020;16;3
Europe;Greece;66290;13/5/2020;13;5;2020;18;1
Europe;Greece;66290;12/5/2020;12;5;2020;10;0
Europe;Greece;66290;11/5/2020;11;5;2020;6;0
Europe;Greece;66290;10/5/2020;10;5;2020;19;1
Europe;Greece;66290;9/5/2020;9;5;2020;13;2
Europe;Greece;66290;8/5/2020;8;5;2020;15;1
Europe;Greece;66290;7/5/2020;7;5;2020;21;1
Europe;Greece;66290;6/5/2020;6;5;2020;10;0
Europe;Greece;66290;5/5/2020;5;5;2020;6;2
Europe;Greece;66290;4/5/2020;4;5;2020;6;1
Europe;Greece;66290;3/5/2020;3;5;2020;29;3
Europe;Greece;66290;2/5/2020;2;5;2020;0;0
Europe;Greece;66290;1/5/2020;1;5;2020;15;1
Europe;Greece;66290;30/4/2020;30;4;2020;42;3
Europe;Greece;66290;29/4/2020;29;4;2020;0;0
Europe;Greece;66290;28/4/2020;28;4;2020;28;6
Europe;Greece;66290;27/4/2020;27;4;2020;0;0
Europe;Greece;66290;26/4/2020;26;4;2020;16;0
Europe;Greece;66290;25/4/2020;25;4;2020;27;5
Europe;Greece;66290;24/4/2020;24;4;2020;55;4
Europe;Greece;66290;23/4/2020;23;4;2020;7;0
Europe;Greece;66290;22/4/2020;22;4;2020;156;5
Europe;Greece;66290;21/4/2020;21;4;2020;10;6
Europe;Greece;66290;20/4/2020;20;4;2020;28;5
Europe;Greece;66290;19/4/2020;19;4;2020;0;0
Europe;Greece;66290;18/4/2020;18;4;2020;0;0
Europe;Greece;66290;17/4/2020;17;4;2020;15;3
Europe;Greece;66290;16/4/2020;16;4;2020;22;1
Europe;Greece;66290;15/4/2020;15;4;2020;25;2
Europe;Greece;66290;14/4/2020;14;4;2020;31;1
Europe;Greece;66290;13/4/2020;13;4;2020;33;5
Europe;Greece;66290;12/4/2020;12;4;2020;70;3
Europe;Greece;66290;11/4/2020;11;4;2020;56;4
Europe;Greece;66290;10/4/2020;10;4;2020;71;3
Europe;Greece;66290;9/4/2020;9;4;2020;52;2
Europe;Greece;66290;8/4/2020;8;4;2020;77;2
Europe;Greece;66290;7/4/2020;7;4;2020;20;6
Europe;Greece;66290;6/4/2020;6;4;2020;62;5
Europe;Greece;66290;5/4/2020;5;4;2020;60;9
Europe;Greece;66290;4/4/2020;4;4;2020;99;6
Europe;Greece;66290;3/4/2020;3;4;2020;139;3
Europe;Greece;66290;2/4/2020;2;4;2020;61;1
Europe;Greece;66290;1/4/2020;1;4;2020;102;6
Europe;Greece;66290;31/3/2020;31;3;2020;56;5
Europe;Greece;66290;30/3/2020;30;3;2020;95;6
Europe;Greece;66290;29/3/2020;29;3;2020;95;4
Europe;Greece;66290;28/3/2020;28;3;2020;74;2
Europe;Greece;66290;27/3/2020;27;3;2020;71;4
Europe;Greece;66290;26/3/2020;26;3;2020;78;2
Europe;Greece;66290;25/3/2020;25;3;2020;48;3
Europe;Greece;66290;24/3/2020;24;3;2020;71;2
Europe;Greece;66290;23/3/2020;23;3;2020;94;2
Europe;Greece;66290;22/3/2020;22;3;2020;35;5
Europe;Greece;66290;21/3/2020;21;3;2020;31;3
Europe;Greece;66290;20/3/2020;20;3;2020;46;0
Europe;Greece;66290;19/3/2020;19;3;2020;31;0
Europe;Greece;66290;18/3/2020;18;3;2020;35;1
Europe;Greece;66290;17/3/2020;17;3;2020;21;0
Europe;Greece;66290;16/3/2020;16;3;2020;103;1
Europe;Greece;66290;15/3/2020;15;3;2020;38;2
Europe;Greece;66290;14/3/2020;14;3;2020;57;0
Europe;Greece;66290;13/3/2020;13;3;2020;34;0
Europe;Greece;66290;12/3/2020;12;3;2020;9;1
Europe;Greece;66290;11/3/2020;11;3;2020;6;0
Europe;Greece;66290;10/3/2020;10;3;2020;11;0
Europe;Greece;66290;9/3/2020;9;3;2020;7;0
Europe;Greece;66290;8/3/2020;8;3;2020;21;0
Europe;Greece;66290;7/3/2020;7;3;2020;13;0
Europe;Greece;66290;6/3/2020;6;3;2020;22;0
Europe;Greece;66290;5/3/2020;5;3;2020;3;0
Europe;Greece;66290;2/3/2020;2;3;2020;0;0
Europe;Greece;66290;1/3/2020;1;3;2020;3;0
Europe;Greece;66290;29/2/2020;29;2;2020;1;0
Europe;Greece;66290;28/2/2020;28;2;2020;2;0
Europe;Greece;66290;27/2/2020;27;2;2020;1;0
Europe;Greece;66290;26/2/2020;26;2;2020;0;0
Europe;Greece;66290;25/2/2020;25;2;2020;0;0
Europe;Greece;66290;24/2/2020;24;2;2020;0;0
Europe;Greece;66290;23/2/2020;23;2;2020;0;0
Europe;Greece;66290;22/2/2020;22;2;2020;0;0
Europe;Greece;66290;21/2/2020;21;2;2020;0;0
Europe;Greece;66290;20/2/2020;20;2;2020;0;0
Europe;Greece;66290;19/2/2020;19;2;2020;0;0
Europe;Greece;66290;18/2/2020;18;2;2020;0;0
Europe;Greece;66290;17/2/2020;17;2;2020;0;0
Europe;Greece;66290;16/2/2020;16;2;2020;0;0
America;Argentina;175419;9/12/2020;9;12;2020;3610;121
America;Argentina;175419;8/12/2020;8;12;2020;3216;118
America;Argentina;175419;7/12/2020;7;12;2020;3278;138
America;Argentina;175419;6/12/2020;6;12;2020;5201;120
America;Argentina;175419;5/12/2020;5;12;2020;6899;207
America;Argentina;175419;4/12/2020;4;12;2020;7625;149
America;Argentina;175419;3/12/2020;3;12;2020;7535;228
America;Argentina;175419;2/12/2020;2;12;2020;8037;198
America;Argentina;175419;1/12/2020;1;12;2020;5724;257
America;Argentina;175419;30/11/2020;30;11;2020;5432;164
America;Argentina;175419;29/11/2020;29;11;2020;6098;106
America;Argentina;175419;28/11/2020;28;11;2020;7846;262
America;Argentina;175419;27/11/2020;27;11;2020;9043;240
America;Argentina;175419;26/11/2020;26;11;2020;8593;269
America;Argentina;175419;25/11/2020;25;11;2020;7434;310
America;Argentina;175419;24/11/2020;24;11;2020;3998;120
America;Argentina;175419;23/11/2020;23;11;2020;4181;100
America;Argentina;175419;22/11/2020;22;11;2020;7143;112
America;Argentina;175419;21/11/2020;21;11;2020;9592;258
America;Argentina;175419;20/11/2020;20;11;2020;10110;185
America;Argentina;175419;19/11/2020;19;11;2020;10332;241
America;Argentina;175419;18/11/2020;18;11;2020;10621;379
America;Argentina;175419;17/11/2020;17;11;2020;7895;291
America;Argentina;175419;16/11/2020;16;11;2020;5645;129
America;Argentina;175419;15/11/2020;15;11;2020;8468;262
America;Argentina;175419;14/11/2020;14;11;2020;11859;263
America;Argentina;175419;13/11/2020;13;11;2020;11162;251
America;Argentina;175419;12/11/2020;12;11;2020;10880;348
America;Argentina;175419;11/11/2020;11;11;2020;11976;276
America;Argentina;175419;10/11/2020;10;11;2020;8317;347
America;Argentina;175419;9/11/2020;9;11;2020;5331;212
America;Argentina;175419;8/11/2020;8;11;2020;8037;212
America;Argentina;175419;7/11/2020;7;11;2020;11786;370
America;Argentina;175419;6/11/2020;6;11;2020;11100;246
America;Argentina;175419;5/11/2020;5;11;2020;10652;468
America;Argentina;175419;4/11/2020;4;11;2020;12145;429
America;Argentina;175419;3/11/2020;3;11;2020;9598;483
America;Argentina;175419;2/11/2020;2;11;2020;6609;138
America;Argentina;175419;1/11/2020;1;11;2020;9745;210
America;Argentina;175419;31/10/2020;31;10;2020;13955;350
America;Argentina;175419;30/10/2020;30;10;2020;12691;371
America;Argentina;175419;29/10/2020;29;10;2020;13924;341
America;Argentina;175419;28/10/2020;28;10;2020;14308;429
America;Argentina;175419;27/10/2020;27;10;2020;11712;405
America;Argentina;175419;26/10/2020;26;10;2020;9253;283
America;Argentina;175419;25/10/2020;25;10;2020;11968;275
America;Argentina;175419;24/10/2020;24;10;2020;15718;381
America;Argentina;175419;23/10/2020;23;10;2020;16325;438
America;Argentina;175419;22/10/2020;22;10;2020;18326;419
America;Argentina;175419;21/10/2020;21;10;2020;16337;384
America;Argentina;175419;20/10/2020;20;10;2020;12982;449
America;Argentina;175419;19/10/2020;19;10;2020;10561;160
America;Argentina;175419;18/10/2020;18;10;2020;13510;384
America;Argentina;175419;17/10/2020;17;10;2020;16546;381
America;Argentina;175419;16/10/2020;16;10;2020;17096;421
America;Argentina;175419;15/10/2020;15;10;2020;14932;349
America;Argentina;175419;14/10/2020;14;10;2020;13305;386
America;Argentina;175419;13/10/2020;13;10;2020;9524;318
America;Argentina;175419;12/10/2020;12;10;2020;10310;287
America;Argentina;175419;11/10/2020;11;10;2020;12428;356
America;Argentina;175419;10/10/2020;10;10;2020;15099;515
America;Argentina;175419;9/10/2020;9;10;2020;15454;484
America;Argentina;175419;8/10/2020;8;10;2020;16447;399
America;Argentina;175419;7/10/2020;7;10;2020;14740;359
America;Argentina;175419;6/10/2020;6;10;2020;11242;450
America;Argentina;175419;5/10/2020;5;10;2020;7668;223
America;Argentina;175419;4/10/2020;4;10;2020;11129;196
America;Argentina;175419;3/10/2020;3;10;2020;14687;311
America;Argentina;175419;2/10/2020;2;10;2020;14001;3351
America;Argentina;175419;1/10/2020;1;10;2020;14392;418
America;Argentina;175419;30/9/2020;30;9;2020;13477;406
America;Argentina;175419;29/9/2020;29;9;2020;11807;364
America;Argentina;175419;28/9/2020;28;9;2020;8841;206
America;Argentina;175419;27/9/2020;27;9;2020;11249;335
America;Argentina;175419;26/9/2020;26;9;2020;12956;442
America;Argentina;175419;25/9/2020;25;9;2020;13467;390
America;Argentina;175419;24/9/2020;24;9;2020;12638;424
America;Argentina;175419;23/9/2020;23;9;2020;12027;470
America;Argentina;175419;22/9/2020;22;9;2020;17213;573
America;Argentina;175419;21/9/2020;21;9;2020;9276;204
America;Argentina;175419;20/9/2020;20;9;2020;11945;214
America;Argentina;175419;19/9/2020;19;9;2020;12701;262
America;Argentina;175419;18/9/2020;18;9;2020;11674;319
America;Argentina;175419;17/9/2020;17;9;2020;11893;200
America;Argentina;175419;16/9/2020;16;9;2020;9908;298
America;Argentina;175419;15/9/2020;15;9;2020;9056;105
America;Argentina;175419;14/9/2020;14;9;2020;10778;101
America;Argentina;175419;13/9/2020;13;9;2020;11505;212
America;Argentina;175419;12/9/2020;12;9;2020;11905;281
America;Argentina;175419;11/9/2020;11;9;2020;12259;256
America;Argentina;175419;10/9/2020;10;9;2020;12027;278
America;Argentina;175419;9/9/2020;9;9;2020;9215;267
America;Argentina;175419;8/9/2020;8;9;2020;6986;105
America;Argentina;175419;7/9/2020;7;9;2020;9924;122
America;Argentina;175419;6/9/2020;6;9;2020;10684;217
America;Argentina;175419;5/9/2020;5;9;2020;12026;313
America;Argentina;175419;4/9/2020;4;9;2020;10933;184
America;Argentina;175419;3/9/2020;3;9;2020;10504;241
America;Argentina;175419;2/9/2020;2;9;2020;9309;232
America;Argentina;175419;1/9/2020;1;9;2020;7187;97
America;Argentina;175419;31/8/2020;31;8;2020;9217;96
America;Argentina;175419;30/8/2020;30;8;2020;11730;176
America;Argentina;175419;29/8/2020;29;8;2020;10104;185
America;Argentina;175419;28/8/2020;28;8;2020;10550;283
America;Argentina;175419;27/8/2020;27;8;2020;8771;259
America;Argentina;175419;26/8/2020;26;8;2020;8713;323
America;Argentina;175419;25/8/2020;25;8;2020;5352;231
America;Argentina;175419;24/8/2020;24;8;2020;7759;53
America;Argentina;175419;23/8/2020;23;8;2020;8159;228
America;Argentina;175419;22/8/2020;22;8;2020;8225;161
America;Argentina;175419;21/8/2020;21;8;2020;6693;292
America;Argentina;175419;20/8/2020;20;8;2020;6840;237
America;Argentina;175419;19/8/2020;19;8;2020;4557;127
America;Argentina;175419;18/8/2020;18;8;2020;5469;93
America;Argentina;175419;17/8/2020;17;8;2020;6663;92
America;Argentina;175419;16/8/2020;16;8;2020;6365;137
America;Argentina;175419;15/8/2020;15;8;2020;7498;182
America;Argentina;175419;14/8/2020;14;8;2020;7663;158
America;Argentina;175419;13/8/2020;13;8;2020;7043;303
America;Argentina;175419;12/8/2020;12;8;2020;7369;151
America;Argentina;175419;11/8/2020;11;8;2020;4688;78
America;Argentina;175419;10/8/2020;10;8;2020;6134;106
America;Argentina;175419;9/8/2020;9;8;2020;7482;159
America;Argentina;175419;8/8/2020;8;8;2020;7513;156
America;Argentina;175419;7/8/2020;7;8;2020;7147;126
America;Argentina;175419;6/8/2020;6;8;2020;6792;146
America;Argentina;175419;5/8/2020;5;8;2020;4824;196
America;Argentina;175419;4/8/2020;4;8;2020;5376;55
America;Argentina;175419;3/8/2020;3;8;2020;5241;54
America;Argentina;175419;2/8/2020;2;8;2020;5929;92
America;Argentina;175419;1/8/2020;1;8;2020;6377;155
America;Argentina;175419;31/7/2020;31;7;2020;5641;111
America;Argentina;175419;30/7/2020;30;7;2020;5939;118
America;Argentina;175419;29/7/2020;29;7;2020;4890;126
America;Argentina;175419;28/7/2020;28;7;2020;0;17
America;Argentina;175419;27/7/2020;27;7;2020;9006;92
America;Argentina;175419;26/7/2020;26;7;2020;5493;125
America;Argentina;175419;25/7/2020;25;7;2020;6127;105
America;Argentina;175419;24/7/2020;24;7;2020;5782;111
America;Argentina;175419;23/7/2020;23;7;2020;5344;133
America;Argentina;175419;22/7/2020;22;7;2020;4019;0
America;Argentina;175419;21/7/2020;21;7;2020;4231;127
America;Argentina;175419;20/7/2020;20;7;2020;3223;42
America;Argentina;175419;19/7/2020;19;7;2020;4518;71
America;Argentina;175419;18/7/2020;18;7;2020;3623;21
America;Argentina;175419;17/7/2020;17;7;2020;4250;62
America;Argentina;175419;16/7/2020;16;7;2020;3645;124
America;Argentina;175419;15/7/2020;15;7;2020;3099;23
America;Argentina;175419;14/7/2020;14;7;2020;2657;85
America;Argentina;175419;13/7/2020;13;7;2020;3449;8
America;Argentina;175419;12/7/2020;12;7;2020;3367;61
America;Argentina;175419;11/7/2020;11;7;2020;3663;42
America;Argentina;175419;10/7/2020;10;7;2020;3604;53
America;Argentina;175419;9/7/2020;9;7;2020;2979;52
America;Argentina;175419;8/7/2020;8;7;2020;2632;79
America;Argentina;175419;7/7/2020;7;7;2020;2439;33
America;Argentina;175419;6/7/2020;6;7;2020;2590;37
America;Argentina;175419;5/7/2020;5;7;2020;0;16
America;Argentina;175419;4/7/2020;4;7;2020;2845;52
America;Argentina;175419;3/7/2020;3;7;2020;2744;34
America;Argentina;175419;2/7/2020;2;7;2020;2667;44
America;Argentina;175419;1/7/2020;1;7;2020;2262;27
America;Argentina;175419;30/6/2020;30;6;2020;4524;63
America;Argentina;175419;29/6/2020;29;6;2020;0;10
America;Argentina;175419;28/6/2020;28;6;2020;5287;40
America;Argentina;175419;27/6/2020;27;6;2020;0;43
America;Argentina;175419;26/6/2020;26;6;2020;2606;39
America;Argentina;175419;25/6/2020;25;6;2020;4920;36
America;Argentina;175419;24/6/2020;24;6;2020;0;6
America;Argentina;175419;23/6/2020;23;6;2020;2146;32
America;Argentina;175419;22/6/2020;22;6;2020;1581;19
America;Argentina;175419;21/6/2020;21;6;2020;1634;13
America;Argentina;175419;20/6/2020;20;6;2020;4018;50
America;Argentina;175419;19/6/2020;19;6;2020;0;16
America;Argentina;175419;18/6/2020;18;6;2020;1393;35
America;Argentina;175419;17/6/2020;17;6;2020;1374;24
America;Argentina;175419;16/6/2020;16;6;2020;1208;21
America;Argentina;175419;15/6/2020;15;6;2020;1282;18
America;Argentina;175419;14/6/2020;14;6;2020;1531;30
America;Argentina;175419;13/6/2020;13;6;2020;1391;20
America;Argentina;175419;12/6/2020;12;6;2020;1373;30
America;Argentina;175419;11/6/2020;11;6;2020;1239;18
America;Argentina;175419;10/6/2020;10;6;2020;1141;24
America;Argentina;175419;9/6/2020;9;6;2020;826;29
America;Argentina;175419;8/6/2020;8;6;2020;774;16
America;Argentina;175419;7/6/2020;7;6;2020;983;16
America;Argentina;175419;6/6/2020;6;6;2020;1769;44
America;Argentina;175419;5/6/2020;5;6;2020;0;5
America;Argentina;175419;4/6/2020;4;6;2020;949;14
America;Argentina;175419;3/6/2020;3;6;2020;904;13
America;Argentina;175419;2/6/2020;2;6;2020;564;17
America;Argentina;175419;1/6/2020;1;6;2020;637;11
America;Argentina;175419;31/5/2020;31;5;2020;795;8
America;Argentina;175419;30/5/2020;30;5;2020;717;12
America;Argentina;175419;29/5/2020;29;5;2020;769;8
America;Argentina;175419;28/5/2020;28;5;2020;705;16
America;Argentina;175419;27/5/2020;27;5;2020;600;17
America;Argentina;175419;26/5/2020;26;5;2020;552;15
America;Argentina;175419;25/5/2020;25;5;2020;723;7
America;Argentina;175419;24/5/2020;24;5;2020;704;12
America;Argentina;175419;23/5/2020;23;5;2020;718;17
America;Argentina;175419;22/5/2020;22;5;2020;648;13
America;Argentina;175419;21/5/2020;21;5;2020;474;10
America;Argentina;175419;20/5/2020;20;5;2020;438;11
America;Argentina;175419;19/5/2020;19;5;2020;566;16
America;Argentina;175419;18/5/2020;18;5;2020;0;3
America;Argentina;175419;17/5/2020;17;5;2020;326;7
America;Argentina;175419;16/5/2020;16;5;2020;345;3
America;Argentina;175419;15/5/2020;15;5;2020;255;24
America;Argentina;175419;14/5/2020;14;5;2020;316;10
America;Argentina;175419;13/5/2020;13;5;2020;529;14
America;Argentina;175419;12/5/2020;12;5;2020;245;5
America;Argentina;175419;11/5/2020;11;5;2020;13;0
America;Argentina;175419;10/5/2020;10;5;2020;165;7
America;Argentina;175419;9/5/2020;9;5;2020;240;11
America;Argentina;175419;8/5/2020;8;5;2020;163;9
America;Argentina;175419;7/5/2020;7;5;2020;188;9
America;Argentina;175419;6/5/2020;6;5;2020;133;4
America;Argentina;175419;5/5/2020;5;5;2020;104;14
America;Argentina;175419;4/5/2020;4;5;2020;102;9
America;Argentina;175419;3/5/2020;3;5;2020;149;12
America;Argentina;175419;2/5/2020;2;5;2020;104;7
America;Argentina;175419;1/5/2020;1;5;2020;143;4
America;Argentina;175419;30/4/2020;30;4;2020;158;7
America;Argentina;175419;29/4/2020;29;4;2020;124;10
America;Argentina;175419;28/4/2020;28;4;2020;223;11
America;Argentina;175419;27/4/2020;27;4;2020;0;1
America;Argentina;175419;26/4/2020;26;4;2020;344;18
America;Argentina;175419;25/4/2020;25;4;2020;0;2
America;Argentina;175419;24/4/2020;24;4;2020;147;6
America;Argentina;175419;23/4/2020;23;4;2020;144;8
America;Argentina;175419;22/4/2020;22;4;2020;112;9
America;Argentina;175419;21/4/2020;21;4;2020;90;8
America;Argentina;175419;20/4/2020;20;4;2020;102;2
America;Argentina;175419;19/4/2020;19;4;2020;170;10
America;Argentina;175419;18/4/2020;18;4;2020;98;7
America;Argentina;175419;17/4/2020;17;4;2020;128;6
America;Argentina;175419;16/4/2020;16;4;2020;0;4
America;Argentina;175419;15/4/2020;15;4;2020;160;7
America;Argentina;175419;14/4/2020;14;4;2020;69;3
America;Argentina;175419;13/4/2020;13;4;2020;66;6
America;Argentina;175419;12/4/2020;12;4;2020;162;7
America;Argentina;175419;11/4/2020;11;4;2020;81;3
America;Argentina;175419;10/4/2020;10;4;2020;99;14
America;Argentina;175419;9/4/2020;9;4;2020;80;5
America;Argentina;175419;8/4/2020;8;4;2020;87;7
America;Argentina;175419;7/4/2020;7;4;2020;74;7
America;Argentina;175419;6/4/2020;6;4;2020;103;3
America;Argentina;175419;5/4/2020;5;4;2020;186;6
America;Argentina;175419;4/4/2020;4;4;2020;132;3
America;Argentina;175419;3/4/2020;3;4;2020;0;3
America;Argentina;175419;2/4/2020;2;4;2020;167;7
America;Argentina;175419;1/4/2020;1;4;2020;0;0
America;Argentina;175419;31/3/2020;31;3;2020;146;4
America;Argentina;175419;30/3/2020;30;3;2020;75;1
America;Argentina;175419;29/3/2020;29;3;2020;55;2
America;Argentina;175419;28/3/2020;28;3;2020;101;5
America;Argentina;175419;27/3/2020;27;3;2020;87;4
America;Argentina;175419;26/3/2020;26;3;2020;115;2
America;Argentina;175419;25/3/2020;25;3;2020;86;2
America;Argentina;175419;24/3/2020;24;3;2020;35;0
America;Argentina;175419;23/3/2020;23;3;2020;41;0
America;Argentina;175419;22/3/2020;22;3;2020;67;1
America;Argentina;175419;21/3/2020;21;3;2020;30;0
America;Argentina;175419;20/3/2020;20;3;2020;31;1
America;Argentina;175419;19/3/2020;19;3;2020;18;0
America;Argentina;175419;18/3/2020;18;3;2020;14;0
America;Argentina;175419;17/3/2020;17;3;2020;9;0
America;Argentina;175419;16/3/2020;16;3;2020;11;0
America;Argentina;175419;15/3/2020;15;3;2020;11;0
America;Argentina;175419;14/3/2020;14;3;2020;3;1
America;Argentina;175419;13/3/2020;13;3;2020;12;0
America;Argentina;175419;11/3/2020;11;3;2020;7;0
America;Argentina;175419;9/3/2020;9;3;2020;3;0
America;Argentina;175419;8/3/2020;8;3;2020;1;1
America;Argentina;175419;7/3/2020;7;3;2020;6;0
America;Argentina;175419;6/3/2020;6;3;2020;1;0
America;Argentina;175419;4/3/2020;4;3;2020;1;0
Oceania;Australia;105293;14/12/2020;14;12;2020;6;0
Oceania;Australia;105293;13/12/2020;13;12;2020;13;0
Oceania;Australia;105293;12/12/2020;12;12;2020;12;0
Oceania;Australia;105293;11/12/2020;11;12;2020;7;0
Oceania;Australia;105293;10/12/2020;10;12;2020;6;0
Oceania;Australia;105293;9/12/2020;9;12;2020;15;0
Oceania;Australia;105293;8/12/2020;8;12;2020;7;0
Oceania;Australia;105293;7/12/2020;7;12;2020;9;0
Oceania;Australia;105293;6/12/2020;6;12;2020;7;0
Oceania;Australia;105293;5/12/2020;5;12;2020;10;0
Oceania;Australia;105293;4/12/2020;4;12;2020;16;0
Oceania;Australia;105293;3/12/2020;3;12;2020;11;0
Oceania;Australia;105293;2/12/2020;2;12;2020;8;0
Oceania;Australia;105293;1/12/2020;1;12;2020;11;1
Oceania;Australia;105293;30/11/2020;30;11;2020;8;0
Oceania;Australia;105293;29/11/2020;29;11;2020;11;0
Oceania;Australia;105293;28/11/2020;28;11;2020;7;0
Oceania;Australia;105293;27/11/2020;27;11;2020;13;0
Oceania;Australia;105293;26/11/2020;26;11;2020;6;0
Oceania;Australia;105293;25/11/2020;25;11;2020;13;0
Oceania;Australia;105293;24/11/2020;24;11;2020;14;0
Oceania;Australia;105293;23/11/2020;23;11;2020;14;0
Oceania;Australia;105293;22/11/2020;22;11;2020;18;0
Oceania;Australia;105293;21/11/2020;21;11;2020;5;0
Oceania;Australia;105293;20/11/2020;20;11;2020;7;0
Oceania;Australia;105293;19/11/2020;19;11;2020;21;0
Oceania;Australia;105293;18/11/2020;18;11;2020;6;0
Oceania;Australia;105293;17/11/2020;17;11;2020;25;0
Oceania;Australia;105293;16/11/2020;16;11;2020;14;0
Oceania;Australia;105293;15/11/2020;15;11;2020;8;0
Oceania;Australia;105293;14/11/2020;14;11;2020;5;0
Oceania;Australia;105293;13/11/2020;13;11;2020;12;0
Oceania;Australia;105293;12/11/2020;12;11;2020;8;0
Oceania;Australia;105293;11/11/2020;11;11;2020;10;0
Oceania;Australia;105293;10/11/2020;10;11;2020;10;0
Oceania;Australia;105293;9/11/2020;9;11;2020;6;0
Oceania;Australia;105293;8/11/2020;8;11;2020;7;0
Oceania;Australia;105293;7/11/2020;7;11;2020;12;0
Oceania;Australia;105293;6/11/2020;6;11;2020;11;0
Oceania;Australia;105293;5/11/2020;5;11;2020;12;0
Oceania;Australia;105293;4/11/2020;4;11;2020;8;0
Oceania;Australia;105293;3/11/2020;3;11;2020;7;0
Oceania;Australia;105293;2/11/2020;2;11;2020;5;0
Oceania;Australia;105293;1/11/2020;1;11;2020;8;0
Oceania;Australia;105293;31/10/2020;31;10;2020;13;0
Oceania;Australia;105293;30/10/2020;30;10;2020;15;0
Oceania;Australia;105293;29/10/2020;29;10;2020;13;2
Oceania;Australia;105293;28/10/2020;28;10;2020;14;0
Oceania;Australia;105293;27/10/2020;27;10;2020;7;0
Oceania;Australia;105293;26/10/2020;26;10;2020;21;0
Oceania;Australia;105293;25/10/2020;25;10;2020;15;0
Oceania;Australia;105293;24/10/2020;24;10;2020;18;0
Oceania;Australia;105293;23/10/2020;23;10;2020;22;0
Oceania;Australia;105293;22/10/2020;22;10;2020;14;0
Oceania;Australia;105293;21/10/2020;21;10;2020;31;0
Oceania;Australia;105293;20/10/2020;20;10;2020;9;1
Oceania;Australia;105293;19/10/2020;19;10;2020;7;0
Oceania;Australia;105293;18/10/2020;18;10;2020;12;0
Oceania;Australia;105293;17/10/2020;17;10;2020;9;0
Oceania;Australia;105293;16/10/2020;16;10;2020;21;0
Oceania;Australia;105293;15/10/2020;15;10;2020;24;5
Oceania;Australia;105293;14/10/2020;14;10;2020;31;1
Oceania;Australia;105293;13/10/2020;13;10;2020;22;0
Oceania;Australia;105293;12/10/2020;12;10;2020;20;1
Oceania;Australia;105293;11/10/2020;11;10;2020;15;0
Oceania;Australia;105293;10/10/2020;10;10;2020;23;0
Oceania;Australia;105293;9/10/2020;9;10;2020;24;0
Oceania;Australia;105293;8/10/2020;8;10;2020;8;2
Oceania;Australia;105293;7/10/2020;7;10;2020;25;1
Oceania;Australia;105293;6/10/2020;6;10;2020;13;0
Oceania;Australia;105293;5/10/2020;5;10;2020;15;1
Oceania;Australia;105293;4/10/2020;4;10;2020;8;3
Oceania;Australia;105293;3/10/2020;3;10;2020;17;2
Oceania;Australia;105293;2/10/2020;2;10;2020;33;6
Oceania;Australia;105293;1/10/2020;1;10;2020;0;0
Oceania;Australia;105293;30/9/2020;30;9;2020;19;7
Oceania;Australia;105293;29/9/2020;29;9;2020;4;3
Oceania;Australia;105293;28/9/2020;28;9;2020;24;2
Oceania;Australia;105293;27/9/2020;27;9;2020;16;1
Oceania;Australia;105293;26/9/2020;26;9;2020;17;8
Oceania;Australia;105293;25/9/2020;25;9;2020;10;2
Oceania;Australia;105293;24/9/2020;24;9;2020;31;5
Oceania;Australia;105293;23/9/2020;23;9;2020;30;3
Oceania;Australia;105293;22/9/2020;22;9;2020;14;2
Oceania;Australia;105293;21/9/2020;21;9;2020;13;5
Oceania;Australia;105293;20/9/2020;20;9;2020;24;7
